customerid,amt_1m,amt_2m,amt_3m,cnt_1m,cnt_3m,cnt_1m,amt_com_1m,amt_com_2m,amt_com_3m,distance,buy
5756,6.144,0,0,1,0,0,6.84,0,0,8.424059,0
5757,135.496,0,0,2,0,0,58.11,0,0,9.368545,1
5758,25.133,8.246,0,1,1,0,14.14,7.43,0,53.731998,0
5759,24.517,0,0,1,0,0,15.5,0,0,490.794403,0
5760,102.011,0,0,2,0,0,48.92,0,0,61.152344,0
5761,9.879,0,0,1,0,0,7.32,0,0,57.679531,0
5762,43.589,0,0,2,0,0,29.31,0,0,10.747247,0
5763,19.749,0,0,1,0,0,12.47,0,0,87.090767,0
5764,52.668,0,0,4,0,0,35.29,0,0,11.110759,0
5765,52.668,0,0,4,0,0,35.29,0,0,11.110759,0
5766,49.007,49.007,0,1,1,0,20.23,22.73,0,94.18313013,0
5767,3.107,0,0,1,0,0,5.8,0,0,1.593369,0
5768,38.219,28.845,0,4,1,0,33.58,11.89,0,166.476532,0
5769,38.219,28.845,0,4,1,0,33.58,11.89,0,166.476532,0
5770,84.019,0,0,1,0,0,28.87,0,0,11.637817,0
5771,65.472,0,0,2,0,0,28.72,0,0,313.689056,0
5772,8.246,0,0,1,0,0,7.43,0,0,29.995895,0
5773,113.24,28.658,10.134,4,4,2,57.89,28.36,12.48,0.898083,0
5774,113.24,28.658,10.134,4,4,2,57.89,28.36,12.48,0.898083,0
5775,113.24,28.658,10.134,4,4,2,57.89,28.36,12.48,0.898083,0
5776,3.107,3.107,0,1,1,0,6.26,6.2,0,68.500168,0
5777,23.945,0,0,1,0,0,12.49,0,0,298.840424,0
5778,109.762,0,0,2,0,0,45.73,0,0,41.055775,0
5779,36.117,0,0,1,0,0,20.41,0,0,3.263955,0
5780,31.769,0,0,1,0,0,18.46,0,0,1.053251,0
5781,67.748,0,0,1,0,0,34.05,0,0,335.162964,1
5782,12.89,0,0,1,0,0,9.91,0,0,31.636675,0
5783,50.266,0,0,2,0,0,24.42,0,0,55.214954,0
5784,72.952,0,0,1,0,0,21.5,0,0,146.248993,0
5785,115.138,32.736,70.31,4,1,5,51.45,12.8,47.63,8.661695,0
5786,19.071,0,0,1,0,0,9.39,0,0,274.29126,0
5787,18.989,0,0,1,0,0,8.6,0,0,94.18313013,0
5788,25.974,0,0,2,0,0,130.06,0,0,94.18313013,1
5789,5.291,0,0,1,0,0,6.6,0,0,5.823018,0
5790,4.393,0,0,2,0,0,106.72,0,0,671.58252,1
5791,45.723,94.706,0,2,6,0,26.43,63.64,0,2195.498779,0
5792,31.916,144.936,41.051,2,6,3,24.04,81.86,32.11,16.597401,0
5793,60.826,0,0,1,0,0,30.9,0,0,94.18313013,0
5794,33.788,0,0,4,0,0,29.52,0,0,309.009186,0
5795,33.788,0,0,4,0,0,29.52,0,0,309.009186,0
5796,25.133,0,0,1,0,0,14.48,0,0,94.18313013,0
5797,475.844,165.659,47.999,18,9,1,240.04,105.37,25.6,48.692318,0
5798,475.844,165.659,47.999,18,9,1,240.04,105.37,25.6,48.692318,0
5799,67.661,0,0,1,0,0,33.42,0,0,270.255035,1
5800,11.502,16.53,0,2,1,0,9.52,7.48,0,3.952998,0
5801,11.502,16.53,0,2,1,0,9.52,7.48,0,3.952998,0
5802,12.987,0,0,1,0,0,9.95,0,0,94.18313013,0
5803,93.851,0,0,2,0,0,41.63,0,0,14.652264,0
5804,12.987,72.952,0,1,1,0,9.95,39,0,223.555832,0
5805,107.964,0,0,1,0,0,35.64,0,0,152.456741,1
5806,15.089,30.115,52.82,1,3,2,10,11.52,17.88,13.33552,0
5807,25.133,0,0,1,0,0,15.76,0,0,14.862125,0
5808,13.804,0,0,2,0,0,13.88,0,0,94.18313013,0
5809,39.211,20.334,54.094,5,3,8,36.19,8.04,22.74,5.389736,1
5810,39.211,20.334,54.094,5,3,8,36.19,8.04,22.74,5.389736,1
5811,39.211,20.334,54.094,5,3,8,36.19,8.04,22.74,5.389736,1
5812,40.216,0,0,1,0,0,23.09,0,0,203.898209,0
5813,81.877,0,0,5,0,0,59.3,0,0,489.439392,1
5814,44.546,0,0,2,0,0,27.85,0,0,460.552155,0
5815,3.107,0,0,1,0,0,2.16,0,0,17.714075,0
5816,15.17,0,0,1,0,0,8.6,0,0,6.771513,1
5817,15.128,0,0,2,0,0,13.89,0,0,13.627527,0
5818,25.133,0,0,1,0,0,12.86,0,0,15.337795,0
5819,113.216,0,0,3,0,0,61.1,0,0,6.755141,0
5820,25.133,0,0,1,0,0,14.14,0,0,219.277725,0
5821,21.988,0,0,2,0,0,15.39,0,0,7.380755,0
5822,19.869,6.882,0,1,1,0,10.72,8.54,0,4.533868,0
5823,28.627,0,0,1,0,0,17.91,0,0,13.276638,0
5824,7.696,27.445,0,1,1,0,7.48,11.27,0,13.938966,0
5825,7.696,27.445,0,1,1,0,7.48,11.27,0,13.938966,0
5826,192.372,0,0,3,0,0,95.82,0,0,3.606723,1
5827,7.175,0,0,1,0,0,6.71,0,0,11.559098,0
5828,374.552,952.358,299.84,10,25,8,195.17,485.99,123.9,3.134862,0
5829,48.462,0,0,1,0,0,20.07,0,0,78.503227,0
5830,10.84,0,0,1,0,0,9.54,0,0,476.700653,0
5831,16.271,0,0,1,0,0,8.76,0,0,11.26269167,0
5832,43.077,0,0,1,0,0,18.4,0,0,207.808075,0
5833,89.056,89.056,89.056,1,1,1,42.73,42.73,37.07,14.467505,0
5834,110.363,0,0,2,0,0,48.16,0,0,71.224594,0
5835,33.872,0,0,1,0,0,11.46,0,0,19.490692,0
5836,15.21,0,0,1,0,0,8.6,0,0,78.902588,0
5837,43.542,0,0,1,0,0,17.42,0,0,68.31842,0
5838,86.937,19.749,0,4,1,0,47.08,8.78,0,4.866759,0
5839,31.545,0,0,2,0,0,18.65,0,0,268.822906,0
5840,31.545,0,0,2,0,0,18.65,0,0,268.822906,0
5841,16.271,0,0,1,0,0,8.76,0,0,14.319776,0
5842,25.626,0,0,1,0,0,14.54,0,0,10.642076,0
5843,32.505,0,0,1,0,0,18.38,0,0,32.783012,0
5844,95.4,199.938,199.621,11,27,38,54.72,97.27,100.68,7.855634,0
5845,95.4,199.938,199.621,11,27,38,54.72,97.27,100.68,7.855634,0
5846,70.985,0,0,2,0,0,38.22,0,0,13.459534,0
5847,133.097,0,0,2,0,0,50.65,0,0,113.266922,0
5848,37.766,0,0,2,0,0,22.85,0,0,34.90881908,0
5849,36.02,0,0,1,0,0,18.06,0,0,5.022956,0
5850,60.436,0,0,1,0,0,32.14,0,0,7.417439,0
5851,2.223,0,0,1,0,0,5.79,0,0,177.148407,0
5852,11.429,0,0,1,0,0,8.33,0,0,94.18313013,0
5853,54.61,121.453,0,6,18,0,52.6,137.77,0,13.515919,0
5854,54.61,121.453,0,6,18,0,52.6,137.77,0,13.515919,0
5855,30.782,0,0,2,0,0,18.8,0,0,11.642229,0
5856,34.369,0,0,1,0,0,14.82,0,0,3.346775,0
5857,19.035,0,0,2,0,0,14.93,0,0,9.600843,0
5858,25.133,5.291,0,1,1,0,14.48,7.71,0,298.138306,0
5859,40.216,0,0,1,0,0,23.09,0,0,396.794006,0
5860,25.974,15.494,0,2,1,0,19.52,11.67,0,6.812822,0
5861,25.974,15.494,0,2,1,0,19.52,11.67,0,6.812822,0
5862,67.748,0,0,1,0,0,26.02,0,0,9.822722,0
5863,146.337,67.057,32.736,6,1,1,73.89,25.81,15.21,316.975922,0
5864,146.337,67.057,32.736,6,1,1,73.89,25.81,15.21,316.975922,0
5865,67.748,0,0,1,0,0,34.64,0,0,16.64323367,0
5866,50.266,0,0,2,0,0,24.42,0,0,687.843628,1
5867,48.462,0,0,1,0,0,18.81,0,0,12.839212,0
5868,38.341,0,0,2,0,0,22.77,0,0,11.784978,0
5869,4.457,0,0,1,0,0,7.09,0,0,6.123563,0
5870,96.924,0,0,2,0,0,41.27,0,0,457.162323,0
5871,8.104,0,0,1,0,0,6.92,0,0,44.77673,0
5872,13.65,0,0,1,0,0,10.89,0,0,356.987549,0
5873,60.826,0,0,1,0,0,18.77,0,0,12.867499,1
5874,172.335,19.869,0,3,1,0,57.38,7.72,0,94.18313013,0
5875,7.175,0,0,1,0,0,7.13,0,0,93.6589491,0
5876,12.89,14.431,52.721,1,2,4,9.08,14.41,38.85,11.713329,0
5877,12.89,14.431,52.721,1,2,4,9.08,14.41,38.85,11.713329,0
5878,5.385,11.503,0,1,1,0,6.76,9.04,0,9.541151,0
5879,107.964,0,0,1,0,0,51.32,0,0,94.18313013,0
5880,22.899,32.665,21.217,3,3,3,20.45,27.34,20.4,221.041946,0
5881,32.736,143.043,0,1,6,0,94.64,464.45,0,94.18313013,0
5882,29.554,0,0,1,0,0,11.74,0,0,4.71758,0
5883,72.952,0,0,1,0,0,37.74,0,0,19.721115,0
5884,51.697,0,0,2,0,0,31.38,0,0,9.117399,0
5885,51.697,0,0,2,0,0,31.38,0,0,9.117399,0
5886,32.736,0,0,1,0,0,15.21,0,0,94.18313013,0
5887,32.505,0,0,1,0,0,14.3,0,0,63.734951,0
5888,196.857,0,0,3,0,0,84.46,0,0,317.275879,1
5889,196.857,0,0,3,0,0,84.46,0,0,317.275879,1
5890,8.11,0,0,1,0,0,6.92,0,0,470.306244,0
5891,17.284,0,0,1,0,0,8.6,0,0,7.140625,0
5892,121.414,0,0,2,0,0,45.81,0,0,12.580889,1
5893,44.432,0,0,2,0,0,21.47,0,0,52.94873,0
5894,4.299,0,0,1,0,0,6.32,0,0,9.079078,0
5895,9.879,0,0,1,0,0,9.14,0,0,305.603119,0
5896,16.299,15.274,0,3,2,0,20.59,17.36,0,66.32164,0
5897,16.299,15.274,0,3,2,0,20.59,17.36,0,66.32164,0
5898,25.133,0,0,1,0,0,16.34,0,0,694.690125,0
5899,40.216,0,0,1,0,0,23.09,0,0,270.857788,0
5900,87.497,0,0,2,0,0,35.47,0,0,51.000977,1
5901,20.907,0,0,1,0,0,9.8,0,0,9.696535,0
5902,167.753,62.39,25.133,7,4,1,93.56,40.43,12.9,10.099583,1
5903,167.753,62.39,25.133,7,4,1,93.56,40.43,12.9,10.099583,1
5904,23.945,0,0,1,0,0,14.54,0,0,264.262146,0
5905,6.922,0,0,1,0,0,7.68,0,0,66.37764642,0
5906,51.697,201.794,0,1,6,0,23.7,98.11,0,175.469589,0
5907,44.122,67.748,0,2,1,0,20.81,24.27,0,9.464544,0
5908,44.122,67.748,0,2,1,0,20.81,24.27,0,9.464544,0
5909,6.922,0,0,1,0,0,7.24,0,0,32.783012,0
5910,20.931,6.882,0,1,1,0,11.02,8.48,0,30.515055,0
5911,2.861,0,0,1,0,0,56.84,0,0,2205.375732,0
5912,41.697,18.567,0,1,1,0,20.1,10.83,0,2.868058,0
5913,41.697,18.567,0,1,1,0,20.1,10.83,0,2.868058,0
5914,32.542,0,0,2,0,0,17.52,0,0,591.16333,0
5915,144.518,0,0,3,0,0,72.5,0,0,484.093048,1
5916,47.138,40.216,0,1,1,0,24.72,21.78,0,20.330103,0
5917,47.138,40.216,0,1,1,0,24.72,21.78,0,20.330103,0
5918,49.007,0,0,1,0,0,25.88,0,0,11.059594,0
5919,208.057,158.996,0,3,2,0,103.62,71.91,0,9.63395,0
5920,208.057,158.996,0,3,2,0,103.62,71.91,0,9.63395,0
5921,32.736,135.496,0,1,2,0,15.21,70.64,0,58.46965,0
5922,98.665,0,0,2,0,0,40.66,0,0,116.57132,1
5923,18.708,0,0,1,0,0,10.88,0,0,94.18313013,0
5924,16.154,38.142,0,1,2,0,8.6,25.85,0,2.466742,0
5925,25.133,0,0,1,0,0,14.48,0,0,24.351418,0
5926,15.274,0,0,1,0,0,9.42,0,0,94.18313013,0
5927,23.575,0,0,2,0,0,18.02,0,0,439.162201,0
5928,6.062,0,0,1,0,0,7.36,0,0,5.00811,0
5929,3.178,0,0,1,0,0,5.81,0,0,94.18313013,0
5930,12.987,99.108,0,1,3,0,9.11,48.75,0,82.45598708,0
5931,81.435,0,0,2,0,0,39.76,0,0,908.601501,0
5932,81.435,0,0,2,0,0,39.76,0,0,908.601501,0
5933,61.686,0,0,1,0,0,22.55,0,0,11.190483,0
5934,31.017,0,0,1,0,0,18.98,0,0,4.823331,0
5935,104.228,0,0,2,0,0,52.93,0,0,139.053665,0
5936,49.007,0,0,1,0,0,25.88,0,0,13.540531,0
5937,149.579,0,0,5,0,0,76.53,0,0,55.447124,1
5938,93.374,0,0,1,0,0,45.51,0,0,52.569794,0
5939,25.133,0,0,1,0,0,12.21,0,0,17.670387,0
5940,14.59,0,0,1,0,0,9.23,0,0,38.229515,0
5941,107.964,0,0,1,0,0,50.18,0,0,14.049652,0
5942,145.904,0,0,2,0,0,49.13,0,0,299.008423,0
5943,47.046,60.932,0,2,4,0,20.78,36.82,0,94.18313013,1
5944,19.749,0,0,1,0,0,9.54,0,0,272.739075,0
5945,40.477,0,0,1,0,0,22.27,0,0,1.750522,0
5946,150.798,0,0,6,0,0,82.89,0,0,94.18313013,1
5947,25.133,35.012,0,1,1,0,10.75,23.01,0,76.33524467,0
5948,56.568,0,0,2,0,0,33.59,0,0,90.350784,0
5949,68.96,0,0,1,0,0,34.35,0,0,94.18313013,0
5950,7.372,0,0,1,0,0,7.75,0,0,4.013804,0
5951,3.107,0,0,1,0,0,5.98,0,0,6.577752,0
5952,200.09,205.618,57.951,11,13,4,138.15,142.13,42.91,3.76549,0
5953,200.09,205.618,57.951,11,13,4,138.15,142.13,42.91,3.76549,0
5954,25.133,0,0,1,0,0,76.28,0,0,584.25,1
5955,19.37,0,0,2,0,0,16.34,0,0,94.18313013,0
5956,83.022,0,0,1,0,0,23.76,0,0,94.18313013,1
5957,7.696,0,0,1,0,0,6.83,0,0,7.583856,0
5958,72.659,0,0,4,0,0,36.6,0,0,460.519073,1
5959,4.043,61.802,15.391,1,3,3,6.35,43.52,19.05,3.991167,0
5960,82.098,0,0,2,0,0,42.81,0,0,195.574463,0
5961,18.989,0,0,1,0,0,10,0,0,910.742188,0
5962,9.355,0,0,1,0,0,9.07,0,0,10.776814,0
5963,12.428,0,0,1,0,0,8.62,0,0,94.18313013,0
5964,80.606,0,0,2,0,0,31.71,0,0,94.18313013,0
5965,9.428,0,0,1,0,0,9.32,0,0,11.501679,0
5966,36.904,0,0,1,0,0,20.7,0,0,10.133987,0
5967,488.876,632.863,225.098,11,15,5,237.52,325.77,117.48,1.841967,0
5968,19.869,72.952,0,1,1,0,12.52,31.34,0,458.730988,0
5969,32.736,0,0,1,0,0,15.21,0,0,263.100403,0
5970,23.193,0,0,1,0,0,14.94,0,0,1.787878,0
5971,67.748,0,0,1,0,0,20.33,0,0,104.427567,0
5972,16.271,0,0,1,0,0,8.76,0,0,483.271393,0
5973,32.736,32.736,0,1,1,0,17.32,14.36,0,94.18313013,0
5974,37.477,0,0,2,0,0,22.43,0,0,94.18313013,0
5975,53.083,0,0,1,0,0,28.85,0,0,464.609589,0
5976,7.175,0,0,1,0,0,6.71,0,0,450.30365,0
5977,74.57,0,0,3,0,0,38.02,0,0,94.18313013,0
5978,61.994,0,0,2,0,0,30.84,0,0,62.980774,0
5979,24.517,16.271,11.429,1,1,1,10.61,8.76,9.37,3.181699,0
5980,55.504,0,0,2,0,0,33.98,0,0,15.194426,0
5981,6.882,0,0,1,0,0,8.02,0,0,453.607574,0
5982,2.917,0,0,1,0,0,5.93,0,0,12.793269,0
5983,72.952,0,0,1,0,0,37.74,0,0,51.531952,0
5984,25.133,0,0,1,0,0,10.75,0,0,94.18313013,0
5985,98.055,0,0,1,0,0,35.38,0,0,257.202515,0
5986,35.012,0,0,1,0,0,19.4,0,0,71.224594,0
5987,122.564,79.292,0,3,2,0,68.6,42.52,0,17.801292,1
5988,59.965,0,0,1,0,0,23.62,0,0,5.92185,0
5989,65.472,0,0,2,0,0,33.34,0,0,333.716858,0
5990,65.472,0,0,2,0,0,33.34,0,0,333.716858,0
5991,67.057,0,0,1,0,0,20.17,0,0,14.561227,0
5992,19.533,0,0,2,0,0,17.49,0,0,7.688394,0
5993,15.274,12.987,0,1,1,0,9.82,5.01,0,18.478615,0
5994,90.038,0,0,7,0,0,70.5,0,0,53.734932,0
5995,90.038,0,0,7,0,0,70.5,0,0,53.734932,0
5996,72.952,0,0,1,0,0,25.74,0,0,462.534088,0
5997,39.665,0,0,2,0,0,26.66,0,0,11.949608,0
5998,16.693,0,0,1,0,0,4.5,0,0,475.676392,1
5999,66.311,0,0,3,0,0,31.67,0,0,94.18313013,0
6000,9.879,0,0,1,0,0,8.15,0,0,12.017255,0
6001,22.916,0,0,1,0,0,11.58,0,0,316.227966,1
6002,23.13,0,0,1,0,0,13.73,0,0,10.432661,0
6003,16.045,0,0,1,0,0,8.6,0,0,316.728912,0
6004,8.246,8.246,0,2,1,0,12.74,8.6,0,400.596588,0
6005,52.13,0,0,2,0,0,25.32,0,0,35.92665975,0
6006,25.133,0,0,1,0,0,12.86,0,0,94.18313013,0
6007,50.968,0,0,1,0,0,19.52,0,0,311.294006,0
6008,43.542,0,0,1,0,0,24.38,0,0,13.299638,1
6009,2.917,0,0,1,0,0,6.41,0,0,10.209193,0
6010,6.144,0,0,1,0,0,7.52,0,0,94.18313013,0
6011,258.881,0,0,4,0,0,110.05,0,0,60.090443,1
6012,17.227,273.299,452.96,1,13,41,10,151.07,331.31,31.45190442,1
6013,17.227,273.299,452.96,1,13,41,10,151.07,331.31,31.45190442,1
6014,72.952,72.952,0,1,1,0,25.74,27.63,0,94.18313013,0
6015,99.192,0,0,2,0,0,39.7,0,0,3.429964,0
6016,50.036,0,0,1,0,0,26.29,0,0,287.984039,0
6017,9.879,0,0,1,0,0,8.79,0,0,94.18313013,0
6018,16.271,0,0,1,0,0,11.17,0,0,32.783012,0
6019,171.496,0,0,2,0,0,58.72,0,0,334.667328,1
6020,215.928,0,0,2,0,0,80.55,0,0,13.306399,1
6021,215.928,0,0,2,0,0,80.55,0,0,13.306399,1
6022,32.542,88.311,0,2,3,0,24.76,54.82,0,5.010193,1
6023,32.542,88.311,0,2,3,0,24.76,54.82,0,5.010193,1
6024,153.688,0,0,2,0,0,44.74,0,0,2.817096,0
6025,3.073,0,0,1,0,0,5.79,0,0,108.0705703,0
6026,60.436,0,0,1,0,0,32.14,0,0,656.142517,0
6027,9.879,0,0,1,0,0,8.15,0,0,53.634197,0
6028,55.984,63.843,66.054,2,5,2,34.62,53.5,39.75,45.27078775,0
6029,55.984,63.843,66.054,2,5,2,34.62,53.5,39.75,45.27078775,0
6030,12.827,0,0,1,0,0,8.73,0,0,293.691162,0
6031,8.246,0,0,1,0,0,7.43,0,0,61.982117,0
6032,44.359,0,0,2,0,0,21.6,0,0,94.18313013,0
6033,12.987,0,0,1,0,0,10.61,0,0,89.818153,0
6034,100.072,464.832,527.276,2,9,12,51.26,200.3,220.7,125.943291,0
6035,100.072,464.832,527.276,2,9,12,51.26,200.3,220.7,125.943291,0
6036,105.558,0,0,2,0,0,43.69,0,0,8.17907,0
6037,2.917,0,0,1,0,0,5.93,0,0,55.421494,0
6038,25.133,0,0,1,0,0,14.14,0,0,51.23726833,0
6039,25.133,72.952,0,2,1,0,15.85,22.21,0,54.56554,0
6040,145.904,0,0,2,0,0,51.48,0,0,276.964996,0
6041,119.004,0,0,2,0,0,53.08,0,0,51.496792,0
6042,9.369,0,0,1,0,0,8.6,0,0,6.033231,0
6043,75.03,0,0,4,0,0,46.07,0,0,15.53972,0
6044,189.349,0,0,3,0,0,84.75,0,0,11.507195,1
6045,189.349,0,0,3,0,0,84.75,0,0,11.507195,1
6046,48.462,48.462,0,1,1,0,25.29,18.81,0,207.05632,0
6047,48.462,48.462,0,1,1,0,25.29,18.81,0,207.05632,0
6048,14.665,0,0,1,0,0,10.38,0,0,1.248017,0
6049,1.93,0,0,1,0,0,5.96,0,0,34.867409,0
6050,2.507,0,0,1,0,0,6.04,0,0,1734.936279,0
6051,73.551,0,0,2,0,0,41.25,0,0,450.553528,0
6052,24.49,0,0,1,0,0,16.06,0,0,94.18313013,0
6053,36.117,0,0,1,0,0,19.88,0,0,164.796082,0
6054,11.071,0,0,1,0,0,9.8,0,0,94.18313013,0
6055,22.216,0,0,1,0,0,11.96,0,0,94.18313013,0
6056,101.902,0,0,1,0,0,41.44,0,0,182.299606,0
6057,9.096,0,0,1,0,0,8.37,0,0,92.732964,0
6058,81.24,217.466,356.353,5,15,23,56.71,167.89,258.98,3.688569,0
6059,81.24,217.466,356.353,5,15,23,56.71,167.89,258.98,3.688569,0
6060,2.074,0,0,1,0,0,5.57,0,0,15.161376,0
6061,24.144,0,0,2,0,0,17.03,0,0,480.579102,0
6062,96.481,0,0,3,0,0,48.16,0,0,463.617767,0
6063,9.355,0,0,1,0,0,9.07,0,0,14.074594,0
6064,11.668,2.917,0,4,1,0,24.46,5.93,0,3.208691,0
6065,11.668,2.917,0,4,1,0,24.46,5.93,0,3.208691,0
6066,6.922,0,0,1,0,0,7.59,0,0,32.783012,0
6067,98.014,0,0,2,0,0,32.24,0,0,46.02375,0
6068,119.93,0,0,2,0,0,40.64,0,0,411.212067,0
6069,7.696,0,0,1,0,0,7.97,0,0,2.835404,0
6070,37.204,0,0,3,0,0,30.94,0,0,19.700764,0
6071,25.133,0,0,1,0,0,15.37,0,0,94.18313013,0
6072,15.494,0,0,1,0,0,9.48,0,0,8.901837,0
6073,177.587,66.795,0,7,3,0,84.04,35.65,0,15.606713,1
6074,5.549,0,0,1,0,0,6.35,0,0,8.509987,0
6075,16.693,0,0,1,0,0,10,0,0,2.089665,0
6076,145.904,0,0,3,0,0,64.34,0,0,117.341484,1
6077,145.904,0,0,3,0,0,64.34,0,0,117.341484,1
6078,126.084,58.772,0,2,2,0,62.41,34.32,0,29.570066,1
6079,3.073,0,0,1,0,0,5.97,0,0,6.939016,0
6080,4.299,0,0,1,0,0,6.32,0,0,9.674089,0
6081,39.184,33.937,9.879,2,3,1,19,27.42,7.89,33.71383975,0
6082,39.184,33.937,9.879,2,3,1,19,27.42,7.89,33.71383975,0
6083,200.58,15.274,73.551,6,1,3,96.8,11.58,31.7,11.910897,0
6084,200.58,15.274,73.551,6,1,3,96.8,11.58,31.7,11.910897,0
6085,19.749,0,0,1,0,0,9.54,0,0,116.196014,0
6086,21.182,0,0,2,0,0,15.76,0,0,18.52179,0
6087,39.507,0,0,3,0,0,28.37,0,0,173.93811,0
6088,39.507,0,0,3,0,0,28.37,0,0,173.93811,0
6089,7.696,0,0,1,0,0,7.97,0,0,6.962966,0
6090,25.133,0,0,1,0,0,15.01,0,0,7.87542,0
6091,65.472,0,0,2,0,0,34.2,0,0,49.761993,1
6092,8,0,0,1,0,0,8.09,0,0,53.187706,0
6093,45.934,0,0,1,0,0,24.58,0,0,14.276306,0
6094,33.314,0,0,1,0,0,14.52,0,0,319.995331,1
6095,48.462,48.462,0,1,1,0,25.28,22.53,0,147.367981,0
6096,48.462,48.462,0,1,1,0,25.28,22.53,0,147.367981,0
6097,32.736,0,0,1,0,0,17.32,0,0,303.738739,0
6098,3.381,0,0,1,0,0,5.86,0,0,8.689565,0
6099,65.472,0,0,2,0,0,27.67,0,0,126.861916,0
6100,59.502,0,0,1,0,0,23.47,0,0,51.244328,0
6101,22.749,0,0,1,0,0,11.54,0,0,5.55476,0
6102,57.839,0,0,1,0,0,25.57,0,0,175.207825,0
6103,27.167,0,0,2,0,0,17.88,0,0,37.106831,0
6104,449.76,397.696,424.215,10,9,10,148.79,141.53,165.56,4.786751,1
6105,4.043,19.035,0,1,1,0,6.81,9.6,0,13.48976,0
6106,91.539,0,0,2,0,0,48.19,0,0,94.18313013,0
6107,91.539,0,0,2,0,0,48.19,0,0,94.18313013,0
6108,184.129,0,0,2,0,0,81.98,0,0,38.906647,1
6109,42.615,0,0,1,0,0,14.68,0,0,13.283149,0
6110,45.934,0,0,1,0,0,21.62,0,0,61.856167,0
6111,2.147,0,0,1,0,0,5.58,0,0,8.152567,0
6112,14.578,0,0,1,0,0,10.54,0,0,90.031387,0
6113,82.831,0,0,1,0,0,28.53,0,0,309.748962,0
6114,16.271,8.246,0,2,1,0,16.93,8.6,0,4.258135,0
6115,8.53,0,0,1,0,0,8.72,0,0,5.661799,0
6116,39.638,0,0,1,0,0,16.31,0,0,9.958898,0
6117,60.145,0,0,3,0,0,32.32,0,0,12.042055,0
6118,25.133,0,0,1,0,0,10.75,0,0,10.808356,0
6119,82.831,0,0,1,0,0,34.58,0,0,450.889984,0
6120,57.839,44.004,0,1,2,0,26.34,26.58,0,65.768349,0
6121,23.945,0,0,1,0,0,13.71,0,0,36.834705,0
6122,25.133,0,0,1,0,0,10.75,0,0,448.492889,0
6123,84.019,0,0,1,0,0,41.33,0,0,7.554385,0
6124,22.858,0,0,2,0,0,15.34,0,0,13.970956,0
6125,9.879,0,0,1,0,0,8.65,0,0,13.408939,0
6126,67.748,0,0,1,0,0,26.02,0,0,109.2749671,1
6127,10.563,0,0,3,0,0,17.67,0,0,18.211773,0
6128,8.246,0,0,1,0,0,8.47,0,0,71.122864,0
6129,50.266,0,0,2,0,0,25.07,0,0,462.093719,0
6130,15.148,16.248,0,1,1,0,10,8.6,0,75.10569,0
6131,15.148,16.248,0,1,1,0,10,8.6,0,75.10569,0
6132,6.762,65.472,3.381,2,2,1,12.67,27.67,6.14,134.404709,0
6133,6.762,65.472,3.381,2,2,1,12.67,27.67,6.14,134.404709,0
6134,121.959,0,0,2,0,0,56.7,0,0,305.615204,0
6135,25.133,0,0,1,0,0,12.21,0,0,94.18313013,0
6136,5.549,0,0,1,0,0,6.67,0,0,226.7180924,0
6137,40.216,0,0,1,0,0,21.78,0,0,94.18313013,0
6138,174.252,0,0,2,0,0,66.89,0,0,94.18313013,1
6139,3.381,25.734,0,1,2,0,6.06,19.93,0,9.091859,0
6140,3.381,25.734,0,1,2,0,6.06,19.93,0,9.091859,0
6141,12.987,0,0,1,0,0,9.95,0,0,112.9866624,0
6142,12.987,0,0,1,0,0,8.77,0,0,48.643425,0
6143,20.838,14.35,0,1,2,0,12.59,14.19,0,12.368364,0
6144,11.503,0,0,1,0,0,9.39,0,0,9.209386,0
6145,32.736,0,0,1,0,0,15.21,0,0,94.18313013,0
6146,3.235,0,0,1,0,0,6.1,0,0,66.922226,0
6147,17.79,139.308,207.754,2,6,4,8.64,58.82,88.1,8.833401,0
6148,17.79,139.308,207.754,2,6,4,8.64,58.82,88.1,8.833401,0
6149,14.062,42.186,0,1,3,0,8.26,27.36,0,37.420498,0
6150,180.916,0,0,2,0,0,72.69,0,0,94.18313013,0
6151,10.84,12.987,0,1,1,0,8.17,8.19,0,289.016266,0
6152,25.814,0,0,1,0,0,12.4,0,0,57.882789,0
6153,7.555,0,0,1,0,0,7.24,0,0,317.1026,0
6154,11.071,0,0,1,0,0,7.59,0,0,396.794006,0
6155,50.266,50.266,50.266,2,2,2,27,29.49,28.68,57.666988,0
6156,62.82,99.035,117.871,6,9,8,49.48,71.36,82.17,34.76059175,0
6157,62.82,99.035,117.871,6,9,8,49.48,71.36,82.17,34.76059175,0
6158,62.82,99.035,117.871,6,9,8,49.48,71.36,82.17,34.76059175,0
6159,19.019,0,0,2,0,0,17.37,0,0,7.358945,0
6160,28.905,23.52,0,2,1,0,132.78,67.9,0,466.508636,1
6161,7.175,0,0,1,0,0,7.78,0,0,4.258096,0
6162,65.472,0,0,2,0,0,29.57,0,0,54.769112,0
6163,16.271,0,0,1,0,0,12.38,0,0,12.995363,0
6164,89.893,36.16,0,2,1,0,35.02,18.31,0,36.06281308,0
6165,89.893,36.16,0,2,1,0,35.02,18.31,0,36.06281308,0
6166,81.731,36.02,0,7,1,0,63.5,16.22,0,2201.845947,0
6167,16.045,32.736,0,1,1,0,8.6,14.36,0,49.997765,0
6168,98.055,0,0,1,0,0,35.38,0,0,321.039001,0
