customerid,amt_1m,amt_2m,amt_3m,cnt_1m,cnt_3m,cnt_1m,amt_com_1m,amt_com_2m,amt_com_3m,distance,buy
26762,25.133,0,0,1,0,0,16.34,0,0,94.18313013,0
26763,7.854,0,0,1,0,0,56.44,0,0,216.984726,0
26764,4.299,0,0,1,0,0,6.65,0,0,2.739991,0
26765,7.799,0,0,1,0,0,7.51,0,0,11.017348,0
26766,64.161,0,0,2,0,0,32.26,0,0,129.911224,0
26767,24.517,0,0,1,0,0,12.04,0,0,15.264297,0
26768,19.749,0,0,1,0,0,9.54,0,0,287.075592,0
26769,145.904,0,0,2,0,0,49.13,0,0,115.604324,1
26770,6.242,0,0,1,0,0,7.03,0,0,6.144457,0
26771,15.224,0,0,1,0,0,9.41,0,0,18.643301,0
26772,65.472,67.748,0,2,1,0,26.82,26.02,0,263.016907,0
26773,65.472,67.748,0,2,1,0,26.82,26.02,0,263.016907,0
26774,29.386,0,0,1,0,0,17.36,0,0,10.32373533,0
26775,30.182,0,0,2,0,0,20.72,0,0,6.548312,0
26776,7.372,0,0,1,0,0,7.75,0,0,94.18313013,0
26777,28.95,0,0,3,0,0,22.75,0,0,243.568771,0
26778,37.049,0,0,1,0,0,13.43,0,0,0.983966,0
26779,8.246,3.381,0,1,1,0,7.43,6.06,0,48.973007,0
26780,3.381,0,0,1,0,0,5.86,0,0,61.661755,0
26781,25.133,0,0,1,0,0,10.75,0,0,94.18313013,0
26782,25.133,0,0,1,0,0,12.21,0,0,94.18313013,0
26783,47.89,0,0,2,0,0,22.35,0,0,110.48761,0
26784,16.045,0,0,1,0,0,8.6,0,0,850.639038,0
26785,25.133,0,0,1,0,0,12.21,0,0,8.40846,0
26786,50.266,0,0,2,0,0,24.42,0,0,305.531562,0
26787,25.133,0,0,1,0,0,12.86,0,0,119.352135,0
26788,59.965,59.965,119.93,1,1,2,22.57,22.25,45.24,488.48111,0
26789,8.246,0,0,1,0,0,7.43,0,0,12.522124,0
26790,49.623,0,0,2,0,0,24.99,0,0,94.18313013,0
26791,8.306,17.5,0,2,3,0,12.76,21.1,0,6.840151,0
26792,8.306,17.5,0,2,3,0,12.76,21.1,0,6.840151,0
26793,117.594,0,0,5,0,0,53.96,0,0,94.18313013,0
26794,11.071,0,0,1,0,0,9.08,0,0,7.378925,0
26795,16.154,0,0,1,0,0,8.6,0,0,69.42712042,0
26796,16.271,0,0,1,0,0,9.7,0,0,321.48642,0
26797,133.097,0,0,2,0,0,57.92,0,0,534.879883,1
26798,215.928,0,0,2,0,0,76.59,0,0,266.167267,0
26799,215.928,0,0,2,0,0,76.59,0,0,266.167267,0
26800,10.77,3.381,0,2,1,0,14.76,6.14,0,9.623767,0
26801,72.952,0,0,1,0,0,21.5,0,0,94.18313013,0
26802,9.919,0,0,1,0,0,9.31,0,0,5.672688,0
26803,6.454,0,0,2,0,0,12.33,0,0,10.086677,0
26804,6.454,0,0,2,0,0,12.33,0,0,10.086677,0
26805,3.381,0,0,1,0,0,5.86,0,0,11.067974,0
26806,21.308,0,0,1,0,0,11.68,0,0,0.525507,0
26807,70.08,0,0,2,0,0,36.65,0,0,208.901413,0
26808,33.918,0,0,1,0,0,14.7,0,0,94.18313013,0
26809,22.866,66.988,0,1,2,0,13.63,28.85,0,87.249489,0
26810,16.248,0,0,1,0,0,12.37,0,0,5.842141,0
26811,2.223,0,0,1,0,0,5.73,0,0,7.04396,0
26812,15.21,0,0,1,0,0,8.6,0,0,205.203674,0
26813,195.634,92.213,0,6,3,0,82.82,42.07,0,16.923792,0
26814,98.014,0,0,2,0,0,42.96,0,0,46.786831,0
26815,149.768,0,0,2,0,0,70.53,0,0,12.624894,1
26816,63.61,0,0,2,0,0,36.78,0,0,36.834705,0
26817,19.758,314.934,890.744,2,20,57,9.78,129.26,352.98,34.90434308,0
26818,50.266,0,0,2,0,0,22.96,0,0,94.18313013,0
26819,24.206,0,0,1,0,0,11.95,0,0,2.775393,0
26820,2.917,0,0,1,0,0,5.76,0,0,6.429389,0
26821,47.999,0,0,1,0,0,22.53,0,0,10.377034,0
26822,33.918,0,0,1,0,0,12.72,0,0,482.482971,0
26823,47.946,0,0,2,0,0,23.81,0,0,94.18313013,0
26824,107.964,0,0,1,0,0,38.44,0,0,25.60902,0
26825,69.331,0,0,2,0,0,28.72,0,0,452.088348,0
26826,25.626,0,0,1,0,0,14.19,0,0,297.432007,0
26827,48.01,22.916,0,1,1,0,23.02,14.13,0,57.125633,0
26828,104.597,0,0,3,0,0,44,0,0,94.18313013,0
26829,82.831,0,0,1,0,0,23.72,0,0,313.372559,0
26830,9.909,0,0,1,0,0,7.33,0,0,595.5941497,0
26831,13.824,0,0,1,0,0,8.21,0,0,469.665222,0
26832,10.074,0,0,2,0,0,13.58,0,0,18.440699,0
26833,12.987,0,0,1,0,0,8.77,0,0,280.573456,0
26834,25.397,72.307,127.808,2,9,11,12.05,31.76,56.78,2.802402,1
26835,106.88,118.143,0,2,2,0,40.44,53.66,0,1.821427,0
26836,75.459,0,0,1,0,0,26.45,0,0,15.371864,0
26837,41.924,0,0,1,0,0,23.47,0,0,2.732801,0
26838,20.161,0,0,1,0,0,13.63,0,0,4.070922,0
26839,21.308,0,0,1,0,0,9.89,0,0,32.783012,0
26840,72.952,0,0,2,0,0,35.43,0,0,526.010803,0
26841,23.52,0,0,1,0,0,11.75,0,0,14.833453,0
26842,23.945,0,0,1,0,0,14.88,0,0,465.549133,0
26843,59.965,0,0,1,0,0,23.62,0,0,269.388275,0
26844,67.748,135.496,0,1,2,0,34.64,50.12,0,59.918766,0
26845,67.748,135.496,0,1,2,0,34.64,50.12,0,59.918766,0
26846,16.828,10.604,0,2,1,0,17.73,9.84,0,61.08901108,0
26847,16.828,10.604,0,2,1,0,17.73,9.84,0,61.08901108,0
26848,50.963,0,0,2,0,0,26.66,0,0,18.601402,0
26849,27.445,0,0,1,0,0,12.86,0,0,465.290619,0
26850,2.917,0,0,1,0,0,6.19,0,0,7.793496,0
26851,23.429,0,0,2,0,0,19.75,0,0,70.71817,0
26852,92.881,0,0,2,0,0,48.53,0,0,61.815712,0
26853,34.552,0,0,1,0,0,14.87,0,0,60.346523,1
26854,67.793,41.049,0,2,1,0,35.43,25.65,0,1.100842,1
26855,25.133,50.266,41.826,1,2,2,12.86,27,22.86,310.015625,0
26856,25.133,50.266,41.826,1,2,2,12.86,27,22.86,310.015625,0
26857,264.036,251.243,0,4,4,0,106.21,115.23,0,47.327766,0
26858,25.133,0,0,1,0,0,10.75,0,0,691.630005,0
26859,36.02,0,0,1,0,0,13.2,0,0,13.185973,0
26860,253.868,0,0,4,0,0,115.4,0,0,13.231091,1
26861,253.868,0,0,4,0,0,115.4,0,0,13.231091,1
26862,38.167,0,0,1,0,0,19.34,0,0,15.175694,0
26863,32.736,0,0,1,0,0,15.21,0,0,106.7371664,0
26864,16.271,88.678,0,1,3,0,9.7,38.05,0,68.019844,0
26865,36.02,0,0,1,0,0,15.29,0,0,9.794906,0
26866,72.675,40.216,0,2,1,0,28.89,16.48,0,94.18313013,0
26867,15.062,23.945,0,1,1,0,8.6,15.42,0,72.10778,0
26868,107.964,0,0,1,0,0,44.91,0,0,424.98349,0
26869,27.445,0,0,1,0,0,13.58,0,0,90.547783,0
26870,6.178,0,0,1,0,0,7.41,0,0,52.356075,0
26871,15.148,0,0,1,0,0,8.51,0,0,426.969025,0
26872,198.438,245.689,0,8,8,0,104.45,116.37,0,1186.151855,0
26873,198.438,245.689,0,8,8,0,104.45,116.37,0,1186.151855,0
26874,67.748,0,0,1,0,0,34.05,0,0,34.119831,0
26875,16.271,25.814,0,1,1,0,12,16.13,0,3.533293,0
26876,36.278,0,0,2,0,0,24.48,0,0,68.841484,0
26877,30.964,0,0,2,0,0,22.16,0,0,38.99732442,0
26878,33.386,0,0,2,0,0,16.82,0,0,227.1545144,0
26879,33.386,0,0,2,0,0,16.82,0,0,227.1545144,0
26880,144.884,0,0,5,0,0,82.01,0,0,94.18313013,1
26881,6.062,0,0,1,0,0,7.28,0,0,75.87706,0
26882,18.836,0,0,2,0,0,14.33,0,0,94.18313013,0
26883,32.045,0,0,2,0,0,18.6,0,0,29.258482,1
26884,3.107,0,0,1,0,0,5.98,0,0,7.758193,0
26885,16.693,0,0,1,0,0,10,0,0,321.905426,0
26886,10.086,0,0,1,0,0,8.86,0,0,6.998813,0
26887,25.133,0,0,1,0,0,10.75,0,0,74.008804,0
26888,56.259,0,0,1,0,0,25.24,0,0,31.914175,0
26889,25.133,0,0,1,0,0,12.21,0,0,315.896271,0
26890,72.952,0,0,1,0,0,21.5,0,0,138.400177,0
26891,18.278,0,0,2,0,0,15.37,0,0,9.652776,0
26892,91.704,0,0,2,0,0,49.61,0,0,56.639523,0
26893,43.716,0,0,1,0,0,23.64,0,0,8.420881,0
26894,3.381,0,0,1,0,0,6.53,0,0,59.657291,0
26895,61.686,0,0,1,0,0,31.93,0,0,18.737709,0
26896,108.351,0,0,3,0,0,49.22,0,0,218.550949,0
26897,254.9,119.596,168.966,6,3,4,135.05,62.56,97.98,6.643656,0
26898,107.964,0,0,1,0,0,35.64,0,0,316.598724,0
26899,17.828,16.018,9.541,4,1,2,26.94,11.9,4.93,4.362961,0
26900,17.828,16.018,9.541,4,1,2,26.94,11.9,4.93,4.362961,0
26901,42.384,31.799,0,3,2,0,28.86,24.64,0,394.440918,0
26902,42.384,31.799,0,3,2,0,28.86,24.64,0,394.440918,0
26903,36.835,36.835,8.104,1,1,1,15.52,18.85,7.6,25.20594733,0
26904,77.024,0,0,2,0,0,27.51,0,0,10.289589,0
26905,2.917,0,0,1,0,0,5.76,0,0,40.661228,0
26906,10.84,4.621,0,1,1,0,9.15,6.99,0,40.677578,0
26907,10.84,4.621,0,1,1,0,9.15,6.99,0,40.677578,0
26908,9.879,0,0,1,0,0,8.79,0,0,94.18313013,0
26909,72.952,0,0,1,0,0,25.74,0,0,308.685394,0
26910,5.385,40.432,0,1,3,0,6.31,29.47,0,11.087013,0
26911,18.71,0,0,2,0,0,15.98,0,0,11.730541,0
26912,19.132,28.948,0,1,1,0,12.24,17,0,5.878817,0
26913,16.154,0,0,1,0,0,8.6,0,0,7.818544667,0
26914,25.133,0,0,1,0,0,16.34,0,0,130.069244,0
26915,62.611,0,0,2,0,0,27.91,0,0,113.772224,0
26916,42.615,0,0,1,0,0,17.16,0,0,24.018595,0
26917,15.17,0,0,1,0,0,8.51,0,0,7.946391,0
26918,20.29,0,0,1,0,0,13.31,0,0,10.707278,0
26919,18.087,0,0,1,0,0,10,0,0,123.796806,0
26920,8.246,0,0,1,0,0,8.18,0,0,3.896626,0
26921,24.49,0,0,1,0,0,16.06,0,0,207.374161,0
26922,72.952,0,0,1,0,0,35.66,0,0,330.642334,0
26923,78.986,89.645,0,1,2,0,39.25,48.53,0,75.364914,1
26924,74.11,0,0,1,0,0,32.76,0,0,3.856078,0
26925,49.078,0,0,2,0,0,154.17,0,0,94.18313013,1
26926,707.844,907.408,265.529,20,29,15,273.87,307.95,91.2,2.481776,1
26927,707.844,907.408,265.529,20,29,15,273.87,307.95,91.2,2.481776,1
26928,707.844,907.408,265.529,20,29,15,273.87,307.95,91.2,2.481776,1
26929,707.844,907.408,265.529,20,29,15,273.87,307.95,91.2,2.481776,1
26930,2.147,0,0,1,0,0,5.58,0,0,22.196972,0
26931,15.089,0,0,1,0,0,9.37,0,0,7.480558,0
26932,3.073,0,0,1,0,0,6.25,0,0,285.635773,0
26933,107.964,0,0,1,0,0,29.37,0,0,52.421333,0
26934,23.945,22.858,0,1,2,0,11.87,15.64,0,13.368793,0
26935,90.838,0,0,2,0,0,49.21,0,0,1.622522,0
26936,83.793,37.275,65.472,2,2,2,30.33,20.75,32.53,82.963913,0
26937,134.263,75.399,0,6,3,0,79.19,43.1,0,88.126808,1
26938,72.04,0,0,2,0,0,38.91,0,0,10.376463,1
26939,4.344,0,0,2,0,0,11.54,0,0,31.86086442,0
26940,2.917,0,0,1,0,0,5.93,0,0,6.36117,0
26941,55.278,0,0,2,0,0,22.63,0,0,292.633179,0
26942,100.484,0,0,2,0,0,44.68,0,0,17.1413,0
26943,18.908,3.381,0,1,1,0,8.6,6.61,0,17.214182,0
26944,18.908,3.381,0,1,1,0,8.6,6.61,0,17.214182,0
26945,18.409,0,0,1,0,0,8.6,0,0,1.997609,0
26946,8.246,6.922,0,1,1,0,8.6,7.49,0,438.78299,0
26947,30.393,0,0,3,0,0,24.73,0,0,467.778351,0
26948,10.086,37.365,0,1,3,0,9.61,26.17,0,10.96992,0
26949,10.086,37.365,0,1,3,0,9.61,26.17,0,10.96992,0
26950,16.492,49.007,0,2,2,0,13.9,21.22,0,2080.782471,0
26951,74.977,0,0,1,0,0,32.95,0,0,6.945415,0
26952,46.823,0,0,1,0,0,18.35,0,0,123.009125,0
26953,80.432,0,0,2,0,0,35.04,0,0,70.44115575,0
26954,29.138,0,0,1,0,0,15.97,0,0,13.628264,0
26955,29.01,0,0,1,0,0,14.06,0,0,8.971869,0
26956,16.023,0,0,1,0,0,8.6,0,0,463.738892,0
26957,62.24,0,0,2,0,0,31,0,0,44.834496,1
26958,10.4,0,0,1,0,0,8.31,0,0,12.381174,0
26959,22.916,0,0,1,0,0,12.18,0,0,299.668396,0
26960,145.904,0,0,2,0,0,53.37,0,0,59.522621,0
26961,85.629,0,0,3,0,0,49.54,0,0,23.634218,1
26962,21.68,0,0,2,0,0,15.71,0,0,130.575485,0
26963,2.147,2.917,14.754,1,1,4,54.45,56.79,227.28,560.953369,0
26964,75.459,0,0,1,0,0,28.4,0,0,19.825329,0
26965,32.362,0,0,1,0,0,18.58,0,0,7.537528,0
26966,66.628,0,0,3,0,0,32.98,0,0,41.836906,0
26967,6.062,0,0,1,0,0,6.97,0,0,94.18313013,0
26968,65.472,0,0,2,0,0,28.72,0,0,425.722443,0
26969,25.133,25.133,0,1,1,0,16.34,16.34,0,52.620789,0
26970,24.49,0,0,1,0,0,12.66,0,0,49.00515,0
26971,76.707,43.272,0,2,1,0,19.78,17.15,0,3.0191,0
26972,43.542,0,0,1,0,0,14.89,0,0,3.83331,0
26973,14.062,0,0,1,0,0,9.08,0,0,94.18313013,0
26974,215.928,0,0,2,0,0,74.08,0,0,39.057686,1
26975,96.703,0,0,3,0,0,50.73,0,0,33.589122,0
26976,9.428,0,0,1,0,0,9.32,0,0,5.598707,0
26977,382.589,48.763,24.319,16,2,1,150.84,21.69,11.13,4.392512,0
26978,42.616,0,0,2,0,0,21.02,0,0,94.25809642,0
26979,8.087,0,0,3,0,0,17.82,0,0,209.427994,0
26980,49.007,0,0,1,0,0,25.89,0,0,313.879944,0
26981,34.213,452.394,477.527,2,18,19,18.6,207.1,224.94,17.954952,0
26982,34.213,452.394,477.527,2,18,19,18.6,207.1,224.94,17.954952,0
26983,83.022,0,0,1,0,0,35.6,0,0,6.07533,0
26984,13.786,32.045,0,2,1,0,14.98,15,0,94.18313013,0
26985,3.235,23.078,15.797,1,1,2,5.83,10.55,15.92,16.984543,0
26986,72.952,0,0,1,0,0,27.63,0,0,462.620392,1
26987,75.459,0,0,1,0,0,26.45,0,0,8.485846,0
26988,9.879,9.28,0,1,1,0,9.14,7.73,0,58.898075,0
26989,9.879,9.28,0,1,1,0,9.14,7.73,0,58.898075,0
26990,14.665,0,0,1,0,0,9.25,0,0,16.437294,0
26991,15.224,0,0,1,0,0,8.6,0,0,94.18313013,0
26992,11.627,6.767,101.684,1,3,5,8.39,16.95,51.46,10.443173,0
26993,11.627,6.767,101.684,1,3,5,8.39,16.95,51.46,10.443173,0
26994,72.952,0,0,1,0,0,32.33,0,0,313.678802,0
26995,21.444,0,0,1,0,0,14.19,0,0,12.153482,0
26996,25.133,0,0,1,0,0,12.21,0,0,94.18313013,0
26997,94.285,49.904,46.042,9,6,5,70.38,21.03,18.89,2.936945,0
26998,8.53,0,0,1,0,0,7.02,0,0,9.101779,0
26999,19.378,0,0,1,0,0,12.33,0,0,51.409031,0
27000,4.299,0,0,1,0,0,6.43,0,0,38.369858,0
27001,68.795,0,0,3,0,0,42.26,0,0,14.08912,0
27002,25.133,0,0,1,0,0,10.75,0,0,11.77186,0
27003,164.055,0,0,6,0,0,90.11,0,0,582.154663,1
27004,96.219,0,0,6,0,0,62.32,0,0,68.042572,1
27005,96.219,0,0,6,0,0,62.32,0,0,68.042572,1
27006,5.385,12.987,0,1,1,0,6.31,11.43,0,8.185988,0
27007,51.37,0,0,2,0,0,30.21,0,0,94.18313013,0
27008,19.758,0,0,2,0,0,15.21,0,0,94.18313013,1
27009,19.749,0,0,1,0,0,13.94,0,0,14.899591,0
27010,35.012,0,0,2,0,0,18.07,0,0,319.3570013,0
27011,31.416,0,0,4,0,0,31.92,0,0,38.229515,0
27012,493.716,81.395,81.395,13,2,2,218.19,31.14,43.1,7.379871,1
27013,493.716,81.395,81.395,13,2,2,218.19,31.14,43.1,7.379871,1
27014,39.127,0,0,1,0,0,13.9,0,0,528.568848,0
27015,15.37,6.062,0,1,1,0,8.6,6.46,0,1.615233,0
27016,15.37,6.062,0,1,1,0,8.6,6.46,0,1.615233,0
27017,44.783,14.59,0,2,1,0,21.65,9.65,0,14.624166,0
27018,16.693,107.964,0,1,1,0,8.6,35.64,0,485.931213,0
27019,67.748,0,0,1,0,0,34.05,0,0,68.441124,0
27020,10.289,0,0,1,0,0,9.46,0,0,55.328587,0
27021,16.408,8.204,14.142,2,1,3,14.84,7.63,18.76,16.106426,0
27022,16.408,8.204,14.142,2,1,3,14.84,7.63,18.76,16.106426,0
27023,19.869,0,0,1,0,0,11.24,0,0,39.696762,0
27024,16.188,0,0,1,0,0,10,0,0,2.309876,0
27025,16.271,0,0,1,0,0,10.12,0,0,94.44865485,0
27026,16.693,0,0,1,0,0,8.6,0,0,23.633146,0
27027,50.036,0,0,1,0,0,16.35,0,0,94.18313013,0
27028,85.438,0,0,2,0,0,41.51,0,0,4.247732,0
27029,150.918,0,0,3,0,0,55.35,0,0,120.596436,1
27030,105.304,0,0,4,0,0,45.57,0,0,472.881989,0
27031,16.835,0,0,1,0,0,10.3,0,0,75.927734,0
27032,6.062,0,0,1,0,0,6.97,0,0,3.16009,0
27033,23.52,73.802,0,1,3,0,15.62,42.11,0,8.232841,0
27034,7.555,0,0,1,0,0,7.24,0,0,16.039728,0
27035,38.66,41.122,0,4,7,0,31.67,50.67,0,17.477028,0
27036,38.66,41.122,0,4,7,0,31.67,50.67,0,17.477028,0
27037,38.66,41.122,0,4,7,0,31.67,50.67,0,17.477028,0
27038,201.08,0,0,7,0,0,101.14,0,0,329.931335,1
27039,50.266,0,0,2,0,0,28.23,0,0,94.18313013,0
27040,112.518,0,0,2,0,0,44.94,0,0,51.052391,0
27041,72.952,0,0,1,0,0,25.74,0,0,304.305969,0
27042,3.381,0,0,1,0,0,6.14,0,0,2.181092,0
27043,18.162,0,0,2,0,0,16.05,0,0,94.18313013,0
27044,11.071,0,0,1,0,0,8.23,0,0,14.839684,0
27045,158.032,0,0,2,0,0,54.9,0,0,52.070808,0
27046,9.28,0,0,1,0,0,7.19,0,0,17.994993,0
27047,68.241,0,0,1,0,0,26.17,0,0,15.430525,0
27048,40.216,0,0,2,0,0,22.62,0,0,94.18313013,0
27049,8.246,25.772,0,1,2,0,6.95,21.07,0,53.906139,0
27050,50.365,0,0,3,0,0,34.93,0,0,5.280184,0
27051,50.365,0,0,3,0,0,34.93,0,0,5.280184,0
27052,25.471,22.196,5.037,3,1,1,22.87,11.95,6.91,11.174912,0
27053,16.045,0,0,1,0,0,10,0,0,4.989326,0
27054,214.591,0,0,9,0,0,115.26,0,0,94.18313013,1
27055,72.952,0,0,1,0,0,32.33,0,0,124.506233,0
27056,18.989,0,0,1,0,0,8.6,0,0,133.5923604,0
27057,57.109,0,0,3,0,0,31.51,0,0,466.124146,0
27058,45.723,0,0,2,0,0,27.09,0,0,121.0456823,0
27059,75.459,0,0,1,0,0,32.21,0,0,185.25473,0
27060,19.869,0,0,1,0,0,13.53,0,0,5.878863,0
27061,3.107,0,0,1,0,0,5.8,0,0,94.18313013,0
27062,40.216,0,0,1,0,0,17.52,0,0,307.13562,0
27063,51.697,0,0,1,0,0,26.65,0,0,7.547495,0
27064,2.861,0,0,1,0,0,6.17,0,0,9.370454,0
27065,117.985,0,0,2,0,0,38.41,0,0,75.465553,0
27066,6.062,6.062,0,1,1,0,7.28,6.97,0,50.423019,0
27067,6.062,6.062,0,1,1,0,7.28,6.97,0,50.423019,0
27068,31.12,7.555,47.138,1,1,1,17.92,7.92,25.79,471.75943,0
27069,12.987,0,0,1,0,0,10.91,0,0,50.843925,0
27070,25.133,0,0,1,0,0,12.86,0,0,53.749634,0
27071,48.462,0,0,1,0,0,25.28,0,0,317.304016,0
27072,215.928,0,0,2,0,0,65.01,0,0,69.153206,1
27073,72.952,0,0,1,0,0,130.77,0,0,457.818512,1
27074,50.266,0,0,3,0,0,32.44,0,0,118.605766,0
27075,15.274,0,0,1,0,0,11.35,0,0,42.32198,0
27076,25.133,0,0,1,0,0,14.48,0,0,54.241096,0
27077,110.363,0,0,2,0,0,49.2,0,0,59.587799,0
27078,25.133,0,0,1,0,0,14.14,0,0,106.615059,0
27079,47.999,47.999,0,1,1,0,18.68,18.68,0,94.18313013,0
27080,10.303,0,0,1,0,0,8.28,0,0,5.043636,0
27081,21.308,0,0,1,0,0,11.13,0,0,94.18313013,0
27082,143.997,0,0,3,0,0,71.81,0,0,52.070808,0
27083,9.355,0,0,1,0,0,9.29,0,0,479.338043,0
27084,9.879,0,0,1,0,0,8.79,0,0,94.18313013,0
27085,28.124,0,0,2,0,0,18.16,0,0,13.199021,0
27086,17.927,25.133,67.748,1,1,1,8.6,14.14,20.33,56.54559133,0
27087,17.927,25.133,67.748,1,1,1,8.6,14.14,20.33,56.54559133,0
27088,23.138,170.393,80.297,3,15,8,12.23,75.52,34.86,3.906798,1
27089,25.734,0,0,2,0,0,19.63,0,0,60.278069,0
27090,21.302,0,0,2,0,0,18.15,0,0,260.437439,0
27091,25.133,0,0,1,0,0,10.75,0,0,468.10083,0
27092,142.976,323.892,0,2,3,0,51.55,121.94,0,68.31842,0
27093,15.17,14.062,0,1,1,0,9.39,10.51,0,8.433621,0
27094,5.037,0,0,1,0,0,6.66,0,0,317.481842,0
27095,25.133,0,0,1,0,0,16.34,0,0,94.18313013,0
27096,19.869,0,0,1,0,0,75.25,0,0,1.889153,1
27097,15.224,0,0,1,0,0,10,0,0,94.18313013,0
27098,42.615,16.248,0,1,1,0,17.16,8.6,0,94.18313013,0
27099,107.964,0,0,1,0,0,31.54,0,0,337.370911,0
27100,70.697,0,0,3,0,0,37.13,0,0,318.302307,1
27101,29.504,0,0,2,0,0,23.3,0,0,94.18313013,0
27102,9.783,0,0,2,0,0,13.22,0,0,17.181885,0
27103,2.917,0,0,1,0,0,5.76,0,0,50.38129,0
27104,12.867,0,0,1,0,0,9.07,0,0,129.596191,0
27105,23.945,0,0,1,0,0,11.87,0,0,462.650024,0
27106,47.999,45.852,18.409,1,1,1,25.46,26.7,10.65,94.18313013,0
27107,45.498,0,0,2,0,0,21.75,0,0,9.822583,0
27108,28.487,0,0,1,0,0,11.5,0,0,6.682608,0
27109,20.719,0,0,1,0,0,13.89,0,0,3.248408,0
27110,203.412,0,0,2,0,0,70.21,0,0,228.4176978,1
27111,203.412,0,0,2,0,0,70.21,0,0,228.4176978,1
27112,44.072,41.878,69.256,7,7,11,53.76,52.72,84.48,2.351938,0
27113,65.472,84.019,0,2,1,0,26.82,38.89,0,94.18313013,0
27114,15.224,0,0,1,0,0,10,0,0,10.397923,1
27115,54.036,0,0,2,0,0,29.95,0,0,58.011993,0
27116,53.083,0,0,1,0,0,28.85,0,0,71.300568,0
27117,25.133,121.972,0,1,4,0,12.86,54.62,0,67.936928,0
27118,98.014,0,0,2,0,0,45.38,0,0,93.6589491,0
27119,35.012,0,0,1,0,0,15,0,0,14.541767,0
27120,47.89,23.945,0,2,1,0,26.53,14.88,0,38.229515,0
27121,47.89,23.945,0,2,1,0,26.53,14.88,0,38.229515,0
27122,2.147,0,0,1,0,0,6.06,0,0,8.019658,0
27123,62.112,0,0,1,0,0,32.89,0,0,102.430519,0
27124,40.216,0,0,1,0,0,14.14,0,0,57.082901,0
27125,18.989,0,0,1,0,0,8.6,0,0,325.031219,0
27126,17.526,0,0,1,0,0,9.04,0,0,193.323184,0
27127,29.554,0,0,1,0,0,14.23,0,0,1.143882,0
27128,58.362,0,0,1,0,0,21.61,0,0,40.772278,0
27129,8.246,15.148,0,1,1,0,7.43,10,0,22.227217,0
27130,215.928,0,0,2,0,0,82.06,0,0,62.435345,1
27131,95.998,0,0,2,0,0,49.28,0,0,68.190414,1
27132,3.235,0,0,1,0,0,6.47,0,0,2.96201,0
27133,25.133,0,0,1,0,0,12.86,0,0,94.18313013,0
27134,3.107,0,0,1,0,0,6.06,0,0,17.246807,0
27135,32.763,27.995,0,2,2,0,21.9,18.85,0,21.402222,0
27136,32.763,27.995,0,2,2,0,21.9,18.85,0,21.402222,0
27137,25.133,0,0,1,0,0,12.21,0,0,94.18313013,0
27138,67.748,0,0,1,0,0,26.02,0,0,260.437439,0
27139,56.291,174.212,0,4,9,0,34.91,117.14,0,16.375618,0
27140,22.866,0,0,2,0,0,16.66,0,0,55.76503,0
27141,67.748,0,0,1,0,0,20.33,0,0,127.306244,0
27142,19.749,0,0,1,0,0,13.18,0,0,13.918289,0
27143,19.514,0,0,1,0,0,10.62,0,0,16.187094,0
27144,44.004,12.987,20.683,1,1,2,18.69,8.19,16.9,94.18313013,0
27145,47.636,0,0,2,0,0,23.69,0,0,11.124118,0
27146,72.952,15.21,0,1,1,0,35.66,8.6,0,302.258636,0
27147,25.133,0,0,1,0,0,14.48,0,0,5.292162667,0
27148,57.742,0,0,1,0,0,22.93,0,0,411.212067,0
27149,32.736,0,0,1,0,0,15.21,0,0,129.605042,1
27150,82.831,0,0,1,0,0,40.08,0,0,308.460297,0
27151,27.445,0,0,1,0,0,11.27,0,0,2.619256,0
27152,37.941,65.472,19.749,2,2,1,20.93,28.72,7.09,59.514301,1
27153,37.941,65.472,19.749,2,2,1,20.93,28.72,7.09,59.514301,1
27154,33.918,0,0,1,0,0,15.57,0,0,151.734253,0
27155,35.079,0,0,2,0,0,20,0,0,3.017637,0
27156,12.102,0,0,2,0,0,14.74,0,0,9.595527,0
27157,8.246,0,0,1,0,0,8.6,0,0,312.872925,0
27158,50.266,0,0,2,0,0,25.72,0,0,94.18313013,0
27159,22.866,0,0,2,0,0,16.43,0,0,459.915802,0
27160,8.246,0,0,1,0,0,7.43,0,0,48.570972,0
27161,19.749,0,0,1,0,0,10.69,0,0,10.470387,0
27162,72.952,0,0,1,0,0,35.66,0,0,119.469299,1
27163,107.964,25.133,0,1,1,0,52.04,14.14,0,43.437405,0
27164,4.299,0,0,1,0,0,6.32,0,0,9.967484,0
27165,62.112,0,0,1,0,0,22.67,0,0,316.37384,0
27166,25.089,55.658,40.268,1,7,3,12.85,49.58,31.65,5.947748,0
27167,17.927,0,0,1,0,0,9.13,0,0,1.818003,0
27168,161.339,23.52,52.141,6,1,2,61.41,8.25,19.33,35.51334308,0
27169,6.488,0,0,2,0,0,12.35,0,0,12.001421,0
27170,15.089,114.608,0,1,4,0,10.73,54.17,0,9.602456,0
27171,23.193,0,0,1,0,0,10.31,0,0,29.258482,0
27172,65.472,0,0,2,0,0,34.64,0,0,324.991821,0
27173,22.768,0,0,2,0,0,17.23,0,0,472.339752,0
27174,20.333,55.828,117.709,2,2,5,15.55,27.44,66.8,10.962807,0
27175,48.765,35.875,0,6,5,0,44.54,34.98,0,94.18313013,0
27176,25.133,75.399,0,1,3,0,10.75,33.71,0,94.18313013,0
